"subjectID" "activity" "tBodyAccMeanX" "tGravityAccarCoeffX2" "tBodyGyrominX" "tBodyGyroJerkcorrelationXZ" "tBodyGyroJerkMagarCoeff4" "fBodyAccbandsEnergy18" "fBodyAccJerkbandsEnergy916" "fBodyGyrobandsEnergy1724" "fBodyBodyGyroMagMean"
4 1 0.27394057 0.24958371 0.84567995 0.03042848 0.10992738 -0.99972247 -0.99996859 -0.99998992 -0.99644924
4 1 0.27930326 0.29321832 0.84638493 -0.10671737 0.031521728 -0.99983731 -0.99996172 -0.99999271 -0.99572813
4 1 0.2790872 0.33456158 0.8439367 -0.0039698839 -0.02716532 -0.99976966 -0.99995688 -0.99998882 -0.99442502
6 1 0.40347433 0.85469944 0.82613294 0.54269868 0.13981513 -0.99052836 -0.99548057 -0.99954173 -0.87599774
6 1 0.27837321 0.9671714 0.85191267 -0.22266227 -0.29143098 -0.99953824 -0.99991206 -0.99996503 -0.93249135
6 1 0.27655526 0.67030484 0.84759369 -0.032468776 -0.078232868 -0.9999787 -0.99994144 -0.99996472 -0.98466623
6 1 0.27957476 0.50388785 0.8463354 0.092350509 -0.26656473 -0.99995915 -0.99997652 -0.99999368 -0.99602715
6 1 0.27652699 0.46109629 0.84620948 -0.064241338 -0.46362755 -0.99987013 -0.99998284 -0.99999595 -0.99633125
6 1 0.27812334 0.39091861 0.84500089 0.12347794 -0.52530681 -0.99982545 -0.99997327 -0.99999219 -0.99698871
6 1 0.27800654 0.42820276 0.84500089 0.094284886 -0.41893668 -0.99989791 -0.99990996 -0.99999051 -0.99599918
6 1 0.2802064 0.38887747 0.84610921 0.12463017 -0.4216836 -0.99983077 -0.9999228 -0.99999363 -0.99789256
6 1 0.28182774 0.4391405 0.84688234 0.34238781 -0.2165405 -0.99980174 -0.99989011 -0.99999559 -0.99828512
6 1 0.27672941 0.44573729 0.84706449 0.14815443 -0.14675434 -0.99986576 -0.99988384 -0.99999823 -0.99861154
6 1 0.27588359 0.35036394 0.84513704 -0.18960908 -0.1138799 -0.99985736 -0.99995455 -0.99998997 -0.99914259
6 1 0.27783021 0.26572422 0.84513704 -0.28600156 -0.10403651 -0.99990082 -0.99995609 -0.99998763 -0.99820311
6 1 0.27937115 0.25862799 0.84648464 -0.095367911 -0.16005527 -0.99988614 -0.99995126 -0.99999447 -0.99768722
6 1 0.019016151 0.96276768 0.8897609 0.10502139 -0.21268107 -0.94287862 -0.99613277 -0.99956478 -0.87785926
6 1 0.3402085 0.95950622 0.86974683 -0.083262047 -0.095047661 -0.99977598 -0.99990865 -0.99982227 -0.90194398
6 1 -0.16642569 0.8791824 -0.033978851 -0.50276727 -0.55299433 -0.69941682 -0.95283352 -0.98762705 -0.44981321
6 1 -0.23910256 0.89047435 -0.033978851 -0.46641991 -0.52108643 -0.63695549 -0.94885501 -0.98675184 -0.45857638
6 1 0.34696848 0.99068891 0.71890741 0.053507012 -0.18234596 -0.89627182 -0.99784079 -0.99538344 -0.80248618
6 1 0.30383319 0.75909936 0.0019350209 -0.034639664 0.06794752 -0.944495 -0.98985465 -0.92368941 -0.41740016
6 1 -0.36120533 0.54860976 -0.5326113 -0.39513967 -0.05315479 -0.41023571 -0.87062401 -0.96744158 -0.10202009
6 1 -0.27706634 0.58105559 -0.5326113 -0.52079677 -0.021152952 -0.62220029 -0.87980063 -0.89434616 0.10504627
6 1 0.2574765 0.8703528 0.55445949 0.24132288 -0.5018996 -0.91302082 -0.9953613 -0.98083682 -0.76682956
6 1 0.27683965 0.64100515 0.88844326 0.10104046 0.12555533 -0.99891149 -0.99972262 -0.9997133 -0.95044369
6 1 0.26865095 0.17834097 0.86593563 0.0046943721 0.051489333 -0.99972552 -0.99987168 -0.99965032 -0.9424823
6 1 0.28526329 0.48844837 0.84802983 -0.10800324 -0.066063249 -0.99995075 -0.99997241 -0.99983636 -0.96361471
6 1 0.28347732 0.44210407 0.84100436 -0.11943568 -0.068882032 -0.99998322 -0.99994808 -0.9999113 -0.98660836
6 1 0.27302712 0.31581761 0.83907399 -0.02832203 -0.34995416 -0.99993875 -0.99992967 -0.99995103 -0.9952448
1 1 0.28202157 0.40712903 0.26855103 -0.13838474 -0.096554914 -0.62257385 -0.62581806 -0.90266905 -0.22217604
1 1 0.25584075 0.43125234 0.29281497 -0.084550249 -0.33383651 -0.7401235 -0.42199068 -0.82294137 -0.26827982
1 1 0.25486723 0.5336503 0.44809324 -0.054343056 -0.40376449 -0.732117 -0.54979179 -0.78355923 -0.30867072
1 1 0.34337048 0.4723513 0.22175261 -0.085322666 -0.41838044 -0.68989903 -0.41109424 -0.75470192 -0.06013149
1 1 0.27623973 0.47400855 0.22175261 -0.078473636 -0.35878767 -0.61607766 -0.44115067 -0.67014047 -0.0038214657
1 1 0.25546822 0.50791476 0.38185823 -0.064472054 -0.34563862 -0.60824736 -0.6427735 -0.80120365 -0.17453126
1 1 0.32113983 0.38519347 0.40997793 -0.12714582 -0.39418103 -0.66273704 -0.41414134 -0.84578423 -0.26831853
1 1 0.2346659 0.28393822 0.36347637 -0.27753376 -0.44799229 -0.70306545 -0.34310109 -0.82795686 -0.24418375
1 1 0.31263404 0.5678772 0.29240461 -0.23487023 -0.1760246 -0.57985646 -0.48107316 -0.86888381 -0.30917911
1 1 0.2769154 0.40409421 0.29240461 -0.17155186 -0.086614574 -0.70333382 -0.35208796 -0.87221665 -0.33790803
1 1 0.20530739 0.29942422 0.37631719 -0.14916773 -0.12950869 -0.70198449 -0.5501585 -0.82373043 -0.33261203
1 1 0.30699599 0.37621191 0.37631719 -0.12716401 -0.11212011 -0.70516618 -0.51979205 -0.72361059 -0.30220288
1 1 0.28151325 0.42135409 0.39336077 -0.18213018 -0.33716761 -0.69239069 -0.39723686 -0.68373119 -0.24978553
1 1 0.30388542 0.52090237 0.39336077 -0.097347471 -0.25573676 -0.65933788 -0.41046023 -0.68415805 -0.21108422
1 1 0.3541929 0.53446706 0.39542069 -0.071128029 -0.073131678 -0.6604782 -0.26766591 -0.75491609 -0.27479762
1 1 0.22229785 0.36863133 0.32496471 -0.27542709 -0.36669712 -0.69379284 -0.32399067 -0.83789621 -0.22141963
1 1 0.21448125 0.31127102 0.28512231 -0.29974434 -0.27184553 -0.70186398 -0.41149382 -0.73142658 -0.16225687
1 1 0.32731657 0.34630937 0.28512231 -0.19898139 -0.24726039 -0.68565415 -0.34205582 -0.7867993 -0.096642888
1 1 0.3490591 0.27524324 0.3832544 -0.37585535 -0.29382291 -0.67030353 -0.31926891 -0.68084004 -0.064486452
1 1 0.26468173 0.2755117 0.45316948 -0.54908152 -0.13891795 -0.72893369 -0.42906023 -0.73279204 -0.12906777
1 1 0.28431748 0.38329917 0.43683596 -0.24288582 -0.20968625 -0.70286053 -0.44795646 -0.80695311 -0.24314196
1 1 0.22172674 0.55392779 0.4162896 -0.23522235 -0.24872067 -0.69955571 -0.53638498 -0.77010305 -0.28576637
1 1 0.29097148 0.56611074 0.34270299 -0.29374529 -0.18246456 -0.71752823 -0.60615317 -0.66932099 -0.2332989
1 1 0.26108077 0.43513527 0.28199493 -0.25414569 -0.10293123 -0.74984422 -0.50549108 -0.48875092 -0.12431494
1 1 0.25242505 0.51688424 0.28199493 -0.062586672 -0.27258408 -0.71851143 -0.32008213 -0.62402737 -0.076998524
1 1 0.35878664 0.43803412 0.3085577 -0.094197144 -0.46422762 -0.67937602 -0.10588605 -0.71593421 -0.085531348
1 1 0.256935 0.52401226 0.35602758 -0.22827723 -0.29693454 -0.67297912 -0.21619311 -0.80870117 -0.15697818
1 1 0.29855414 0.55389697 0.3872125 -0.33661858 -0.2254094 -0.62735777 -0.51768736 -0.79893447 -0.27229264
1 1 0.30804575 0.37088712 0.36835456 -0.30402119 -0.26166233 -0.65515871 -0.27652938 -0.76710803 -0.19874266
1 1 0.20356167 0.28602035 0.36835456 -0.26793858 -0.088428442 -0.69463703 -0.30768113 -0.68301761 -0.26829738
1 1 0.28056095 0.40366683 0.39272537 -0.25177682 -0.36502615 -0.70057219 -0.34819161 -0.73050618 -0.25351284
1 1 0.33216933 0.37466362 0.32389768 -0.25727112 -0.34221366 -0.68999185 -0.25397981 -0.68971258 -0.12484853
1 1 0.28703017 0.33643484 0.32389768 -0.35604892 -0.16648034 -0.71678168 -0.38185777 -0.6577292 -0.1436749
1 1 0.30159413 0.64596649 0.035705525 -0.29557603 -0.053578829 -0.66821313 -0.49760562 -0.40297821 -0.11222826
1 1 0.24608919 0.57760342 0.2130942 -0.19757574 -0.29015961 -0.74705662 -0.51604344 -0.65126775 -0.22060826
1 1 0.29272439 0.43143655 0.26418794 0.0077089625 -0.35975283 -0.73050133 -0.56273434 -0.67014475 -0.26882567
1 1 0.33156003 0.32915651 0.33931531 -0.067881689 -0.38586551 -0.69388043 -0.47464505 -0.81207739 -0.18818307
1 1 0.20201055 0.27714724 0.33931531 -0.27521458 -0.29001401 -0.69667547 -0.32689658 -0.78058632 -0.15471152
1 1 0.30363491 0.30079797 0.45797008 -0.33203156 -0.36030852 -0.68051952 -0.3035036 -0.81848289 -0.23629253
1 1 0.35919361 0.33192182 0.44659232 -0.36474991 -0.37570268 -0.717979 -0.35075172 -0.83521992 -0.31980387
1 1 0.22442754 0.36747554 0.40666282 -0.32273621 -0.37027793 -0.72432653 -0.45180333 -0.85287368 -0.29799466
1 1 0.23995826 0.15624053 0.40482611 -0.38072179 -0.362667 -0.74789034 -0.54195933 -0.86416283 -0.22394787
1 1 0.28972747 0.31045335 0.40482611 -0.31724518 -0.40237278 -0.72586452 -0.5622118 -0.84324041 -0.25991394
1 1 0.30830537 0.4348346 0.41507329 -0.23050266 -0.44985937 -0.68642814 -0.43484357 -0.73927424 -0.24519074
1 1 0.32746543 0.28704377 0.42417046 -0.33812933 -0.34953465 -0.66851405 -0.3663661 -0.75907291 -0.29212917
1 1 0.23841102 0.34191301 0.41945986 -0.3389559 -0.31822029 -0.68341121 -0.40799066 -0.80734571 -0.21110035
1 1 0.1801943 0.3064274 0.37718985 -0.3521272 -0.22416183 -0.71035707 -0.46215722 -0.83676491 -0.11751914
3 1 0.35845532 0.71831361 0.62781345 -0.19828604 -0.049819223 -0.8232797 -0.79775076 -0.77961024 -0.40003775
3 1 0.30171512 0.66672427 0.62993514 -0.24767878 0.021901584 -0.79768446 -0.78458041 -0.81473674 -0.18574668
3 1 0.28155172 0.36460785 0.028102934 -0.27398707 0.15512369 -0.85611922 -0.63093101 -0.83830646 -0.016616702
3 1 0.27395574 0.54046837 0.028102934 -0.13543609 -0.048194062 -0.84247692 -0.55376575 -0.78581006 -0.21859904
3 1 0.29995717 0.60963773 0.5500735 -0.10963356 -0.065758659 -0.79825872 -0.57027875 -0.86523137 -0.39392654
3 1 0.26537379 0.59937062 0.17204609 -0.39675226 0.4031671 -0.83111697 -0.49564174 -0.88323999 -0.14205179
3 1 0.27763311 0.59275448 0.17204609 -0.42865541 0.40570556 -0.80216796 -0.65854083 -0.8535896 -0.18616832
3 1 0.26688016 0.56265834 0.75584609 -0.37385145 0.01647066 -0.83056897 -0.75524318 -0.89674411 -0.3709736
3 1 0.21070047 0.48893105 0.74171586 -0.36061231 0.13359684 -0.87032242 -0.72452124 -0.91676864 -0.354428
3 1 0.28521305 0.6255739 0.32496201 0.0048392965 0.36741047 -0.69046709 -0.54000156 -0.87220437 -0.0011116165
3 1 0.4699458 0.60954239 0.38712394 -0.16431008 0.10540464 -0.71009606 -0.68887483 -0.93281136 -0.12501278
3 1 0.23528441 0.6214575 0.090312096 -0.38310609 0.28313124 -0.82489961 -0.35796697 -0.90791797 0.10655089
3 1 0.1669136 0.71003887 0.090312096 -0.23209891 0.29253382 -0.78196886 -0.45597442 -0.89461383 0.060879191
3 1 0.44562097 0.75039303 0.11972928 0.035537385 0.29643992 -0.71827089 -0.77102886 -0.92095858 0.063267395
3 1 0.23179921 0.65719938 -0.15949478 -0.11657779 0.032993405 -0.77348288 -0.72620001 -0.86670304 0.031010355
3 1 0.28134949 0.65513657 -0.15949478 -0.18274473 -0.16254603 -0.82916326 -0.76985095 -0.68818911 -0.12082814
3 1 0.36248249 0.67899622 0.77542798 0.0058126346 -0.12951994 -0.79580006 -0.88780585 -0.89201776 -0.35478316
3 1 0.43503687 0.67123531 0.27707305 -0.21503498 -0.19571446 -0.73429761 -0.72014716 -0.78266492 -0.2925549
3 1 0.35119884 0.5688266 0.31754432 -0.15981241 -0.055358542 -0.77084461 -0.78422335 -0.70202996 -0.19535163
3 1 0.13046118 0.5814022 -0.17282986 -0.46507202 0.17432924 -0.82236127 -0.52709758 -0.76161198 -0.07690455
3 1 0.31277629 0.69786243 -0.17282986 -0.50289413 -0.0061424311 -0.75466883 -0.5194236 -0.73520237 0.05462082
3 1 0.42595606 0.75611985 0.15949119 -0.28596744 -0.11099164 -0.76337154 -0.70890194 -0.88119309 -0.14894601
3 1 0.26749864 0.69309217 0.15949119 -0.15361823 0.078390998 -0.79906603 -0.78273674 -0.82858331 -0.23130318
3 1 0.15439416 0.6048981 0.59719215 -0.18388243 0.022386015 -0.82083767 -0.8479682 -0.87954013 -0.35124526
3 1 0.20535149 0.58009806 0.80793393 -0.29492572 -0.15562354 -0.82732778 -0.80872131 -0.91591695 -0.38846376
2 1 0.18360372 0.74549269 0.73958234 -0.075353813 -0.12995064 -0.35378316 -0.92538039 -0.93562021 -0.2970371
2 1 0.27918273 0.7461133 0.726837 -0.15646564 -0.20120637 -0.50578783 -0.95237248 -0.96157874 -0.33024104
2 1 0.30116241 0.73370248 0.726837 -0.31420973 -0.1043823 -0.5041763 -0.88189948 -0.95993558 -0.22320431
2 1 0.29341097 0.77570897 0.5472854 -0.39964745 -0.27648535 -0.38852921 -0.80446133 -0.94408613 -0.17947438
2 1 0.2303099 0.74206418 0.51840876 -0.5061166 -0.1286683 -0.33061449 -0.79185689 -0.96919482 -0.35349524
2 1 0.15851651 0.69849569 0.51840876 -0.50857794 -0.037163281 -0.37462203 -0.86180711 -0.96586155 -0.21088529
2 1 0.21524532 0.65507854 0.41749338 -0.34088051 -0.16750641 -0.33990861 -0.83110222 -0.96981153 -0.27724782
2 1 0.27147742 0.64577203 0.41749338 -0.26658605 -0.14004807 -0.34682055 -0.87885504 -0.93747163 -0.32987725
2 1 0.14085877 0.73588676 0.6917576 0.041433882 -0.28705175 -0.4070179 -0.89826789 -0.94207275 -0.36221134
2 1 0.23145946 0.71060955 0.6917576 -0.014214487 -0.37728231 -0.46431309 -0.91809224 -0.93300727 -0.33236299
2 1 0.29569289 0.68880634 0.6480393 -0.2224884 -0.29740189 -0.48578618 -0.8766423 -0.92141667 -0.21760316
2 1 0.34408292 0.67556424 0.58278936 -0.21437148 -0.21806681 -0.48398885 -0.87091693 -0.9581532 -0.31868009
2 1 0.33299252 0.69412773 0.58278936 -0.10936017 -0.29673321 -0.46345769 -0.9311034 -0.93584993 -0.46470037
2 1 0.31672153 0.64634149 0.58811207 -0.20761505 -0.26167012 -0.38252058 -0.88805291 -0.97160496 -0.40064208
2 1 0.27425493 0.6674236 0.55307652 -0.25480669 -0.25619305 -0.39572807 -0.94170428 -0.93756441 -0.47473315
2 1 0.26034404 0.73553943 0.55307652 -0.17407747 -0.35030965 -0.43611562 -0.94424169 -0.98248655 -0.45461895
2 1 0.27771111 0.7189013 0.55033004 -0.18981099 -0.20053622 -0.3393472 -0.93526817 -0.93283534 -0.42781459
2 1 0.22622757 0.78190413 0.82055097 -0.051801233 -0.19525009 -0.33868853 -0.91860447 -0.96003186 -0.46129468
2 1 0.25960382 0.69592184 0.78028272 -0.16949955 -0.084275631 -0.45394212 -0.84622079 -0.94506897 -0.39380769
2 1 0.34402821 0.72530748 0.78028272 -0.32611666 -0.073140777 -0.41629277 -0.78944703 -0.94300381 -0.18173074
2 1 0.37052032 0.73719057 0.4677129 -0.34547291 -0.20545474 -0.28549877 -0.83219528 -0.94837572 -0.26530029
2 1 0.2732136 0.70538486 0.4677129 -0.41425335 -0.36204219 -0.40564086 -0.77870023 -0.95762791 -0.45370534
2 1 0.23124563 0.66157765 0.54085837 -0.42391352 -0.20471369 -0.42793885 -0.81040642 -0.93843638 -0.35774683
2 1 0.25025528 0.66881889 0.49052833 -0.59860762 -0.31787784 -0.27720421 -0.7892717 -0.95211508 -0.36192518
2 1 0.23033751 0.70122988 0.49052833 -0.3680344 -0.43696713 -0.37485016 -0.8170788 -0.95764748 -0.49823933
2 1 0.22969556 0.51273804 0.57062258 -0.088076547 -0.029362532 -0.4144185 -0.8281567 -0.89340638 -0.49718455
5 1 0.26076161 0.96625316 0.84206052 0.1822607 -0.48131349 -0.98779696 -0.99989104 -0.99994493 -0.92364973
5 1 0.28981703 0.88740557 0.84531036 -0.15172308 -0.40865026 -0.99404128 -0.99982586 -0.99996355 -0.97311178
5 1 0.28451133 0.52644026 0.84446264 -0.14404513 -0.46549214 -0.99926347 -0.99980113 -0.99986314 -0.98244828
5 1 0.2852744 0.54629298 0.82179274 -0.028415144 -0.68353977 -0.99959647 -0.99916722 -0.99979276 -0.96089873
5 1 0.27239664 0.6186535 0.82179274 -0.13516498 -0.60937571 -0.99942564 -0.99921942 -0.99990765 -0.96337904
5 1 0.26580577 0.27822538 0.83415311 -0.27500392 0.03619816 -0.99920704 -0.99993393 -0.99973974 -0.96432702
5 1 0.278426 0.088413241 0.83415311 0.045938489 -0.23044853 -0.99954077 -0.99990605 -0.9999512 -0.9884064
5 1 0.27942505 0.3661169 0.84236446 0.017376524 -0.19169846 -0.99949255 -0.99995492 -0.99998482 -0.9953489
5 1 0.27526076 0.22609995 0.84100863 -0.43235419 -0.12932552 -0.99982418 -0.99952919 -0.999969 -0.99141078
5 1 0.27687455 0.10049521 0.84083507 -0.48671679 -0.23003798 -0.99967701 -0.99948846 -0.99996773 -0.99228902
5 1 0.2792417 0.33439065 0.84083507 -0.13878257 -0.38582403 -0.9996869 -0.9998763 -0.99998416 -0.99635349
5 1 0.27884783 0.45954441 0.84442658 -0.021462365 -0.11205166 -0.99988982 -0.99989888 -0.99998159 -0.99334443
5 1 0.27368218 0.60947101 0.83253491 -0.11327689 0.022553506 -0.99988386 -0.99989947 -0.99995953 -0.98581307
5 1 0.27394901 0.56816554 0.83253491 -0.22619496 -0.22762043 -0.99973507 -0.99989483 -0.99988807 -0.97380289
5 1 0.32236308 0.86887491 0.84184239 0.083128037 -0.14276783 -0.99084362 -0.99969933 -0.99989542 -0.91500203
5 1 0.2745262 0.86802655 0.8394489 -0.18950894 -0.28119945 -0.99827343 -0.99985627 -0.99996257 -0.9661274
5 1 0.27380646 0.48005128 0.8394489 0.025993027 -0.17717775 -0.99937042 -0.99993055 -0.99996125 -0.98279146
5 1 0.27664268 0.40055976 0.83989326 0.14114356 -0.34884308 -0.99989264 -0.99991309 -0.99997977 -0.99229195
5 1 0.27436388 0.2600947 0.84383038 -0.0088775703 -0.53188717 -0.99934454 -0.99990774 -0.99998269 -0.99312726
5 1 0.27475366 0.0944657 0.84242203 -0.031029259 -0.29846634 -0.99987391 -0.99994641 -0.99998808 -0.99445538
5 1 0.27872042 0.32133018 0.84218298 -0.063879595 -0.26167738 -0.99993476 -0.99994998 -0.99998436 -0.99545036
5 1 0.27938002 0.42435941 0.84218298 -0.097764698 -0.42985798 -0.99993192 -0.99996494 -0.99998312 -0.99612769
5 1 0.27734354 0.39751992 0.8429711 -0.059513514 -0.3795986 -0.99995633 -0.99992441 -0.99998364 -0.99715967
5 1 0.27796276 0.42448918 0.84205802 -0.10357592 -0.15463157 -0.99984589 -0.99985337 -0.99998263 -0.99583433
5 1 0.27997806 0.5766542 0.84205802 0.013321513 -0.11418125 -0.9998471 -0.99993742 -0.99997945 -0.99563837
5 1 0.27970111 0.56782674 0.83823071 0.010612516 -0.22827651 -0.99981729 -0.9999898 -0.99996402 -0.99305041
4 1 0.26297624 0.97521132 0.81717548 0.1568669 0.10394363 -0.99114626 -0.99990304 -0.99993354 -0.95985282
4 1 0.29811757 0.93951484 0.83147628 0.29332848 -0.20898805 -0.99721777 -0.999955 -0.99998344 -0.94350929
4 1 0.27727452 0.63580702 0.83715047 0.10670111 -0.088074998 -0.99961985 -0.99994383 -0.99998834 -0.96240551
4 1 0.27866687 0.34375745 0.84399021 0.036052749 0.232655 -0.99988591 -0.99994129 -0.9999933 -0.9887457
4 1 0.27873199 0.31617352 0.84521447 0.1706143 0.087259835 -0.99989633 -0.99996015 -0.9999948 -0.99701001
4 1 0.27559191 0.33612919 0.84669993 0.22815372 0.057298596 -0.99987759 -0.99997038 -0.99999215 -0.99725679
4 1 0.27832678 0.33034374 0.84669993 0.13142057 -0.049136285 -0.99991856 -0.99996285 -0.99999349 -0.99782543
4 1 0.27839415 0.27549049 0.84756859 0.1798381 -0.089190891 -0.9999659 -0.99998161 -0.99999795 -0.99708259
4 1 0.27750957 0.39585845 0.84728973 0.24499604 0.12321209 -0.99993563 -0.99996503 -0.99999356 -0.99710728
4 1 0.27798405 0.46127533 0.84536425 0.22519083 0.33451049 -0.99992893 -0.9999275 -0.99999507 -0.99782289
4 1 0.27564442 0.44669394 0.84536425 0.17694866 0.10418851 -0.99991433 -0.99993994 -0.99999295 -0.99761304
6 1 0.39365355 0.96371108 0.86278369 -0.17581028 0.24253134 -0.99210487 -0.99950152 -0.99983156 -0.89150944
6 1 0.31932383 0.80037281 0.85512254 0.097018012 -0.036879794 -0.99915427 -0.99991428 -0.99988491 -0.91236404
